shape,boxes,labels,models,obbs,ops,part_mesh_indices,syms
Bottle_243,dropbox/Bottle/boxes/243.mat,dropbox/Bottle/labels/243.mat,dropbox/Bottle/models/3757.obj,dropbox/Bottle/obbs/3757.obb,dropbox/Bottle/ops/243.mat,dropbox/Bottle/part mesh indices/243.mat,dropbox/Bottle/syms/243.mat
Bottle_244,dropbox/Bottle/boxes/244.mat,dropbox/Bottle/labels/244.mat,dropbox/Bottle/models/3758.obj,dropbox/Bottle/obbs/3758.obb,dropbox/Bottle/ops/244.mat,dropbox/Bottle/part mesh indices/244.mat,dropbox/Bottle/syms/244.mat
Bottle_245,dropbox/Bottle/boxes/245.mat,dropbox/Bottle/labels/245.mat,dropbox/Bottle/models/3760.obj,dropbox/Bottle/obbs/3760.obb,dropbox/Bottle/ops/245.mat,dropbox/Bottle/part mesh indices/245.mat,dropbox/Bottle/syms/245.mat
Bottle_246,dropbox/Bottle/boxes/246.mat,dropbox/Bottle/labels/246.mat,dropbox/Bottle/models/3761.obj,dropbox/Bottle/obbs/3761.obb,dropbox/Bottle/ops/246.mat,dropbox/Bottle/part mesh indices/246.mat,dropbox/Bottle/syms/246.mat
Bottle_247,dropbox/Bottle/boxes/247.mat,dropbox/Bottle/labels/247.mat,dropbox/Bottle/models/3763.obj,dropbox/Bottle/obbs/3763.obb,dropbox/Bottle/ops/247.mat,dropbox/Bottle/part mesh indices/247.mat,dropbox/Bottle/syms/247.mat
Bottle_248,dropbox/Bottle/boxes/248.mat,dropbox/Bottle/labels/248.mat,dropbox/Bottle/models/3765.obj,dropbox/Bottle/obbs/3765.obb,dropbox/Bottle/ops/248.mat,dropbox/Bottle/part mesh indices/248.mat,dropbox/Bottle/syms/248.mat
Bottle_249,dropbox/Bottle/boxes/249.mat,dropbox/Bottle/labels/249.mat,dropbox/Bottle/models/3767.obj,dropbox/Bottle/obbs/3767.obb,dropbox/Bottle/ops/249.mat,dropbox/Bottle/part mesh indices/249.mat,dropbox/Bottle/syms/249.mat
Bottle_25,dropbox/Bottle/boxes/25.mat,dropbox/Bottle/labels/25.mat,dropbox/Bottle/models/3486.obj,dropbox/Bottle/obbs/3486.obb,dropbox/Bottle/ops/25.mat,dropbox/Bottle/part mesh indices/25.mat,dropbox/Bottle/syms/25.mat
Bottle_250,dropbox/Bottle/boxes/250.mat,dropbox/Bottle/labels/250.mat,dropbox/Bottle/models/3768.obj,dropbox/Bottle/obbs/3768.obb,dropbox/Bottle/ops/250.mat,dropbox/Bottle/part mesh indices/250.mat,dropbox/Bottle/syms/250.mat
Bottle_251,dropbox/Bottle/boxes/251.mat,dropbox/Bottle/labels/251.mat,dropbox/Bottle/models/3769.obj,dropbox/Bottle/obbs/3769.obb,dropbox/Bottle/ops/251.mat,dropbox/Bottle/part mesh indices/251.mat,dropbox/Bottle/syms/251.mat
Bottle_252,dropbox/Bottle/boxes/252.mat,dropbox/Bottle/labels/252.mat,dropbox/Bottle/models/3770.obj,dropbox/Bottle/obbs/3770.obb,dropbox/Bottle/ops/252.mat,dropbox/Bottle/part mesh indices/252.mat,dropbox/Bottle/syms/252.mat
Bottle_253,dropbox/Bottle/boxes/253.mat,dropbox/Bottle/labels/253.mat,dropbox/Bottle/models/3771.obj,dropbox/Bottle/obbs/3771.obb,dropbox/Bottle/ops/253.mat,dropbox/Bottle/part mesh indices/253.mat,dropbox/Bottle/syms/253.mat
Bottle_254,dropbox/Bottle/boxes/254.mat,dropbox/Bottle/labels/254.mat,dropbox/Bottle/models/3772.obj,dropbox/Bottle/obbs/3772.obb,dropbox/Bottle/ops/254.mat,dropbox/Bottle/part mesh indices/254.mat,dropbox/Bottle/syms/254.mat
Bottle_255,dropbox/Bottle/boxes/255.mat,dropbox/Bottle/labels/255.mat,dropbox/Bottle/models/3773.obj,dropbox/Bottle/obbs/3773.obb,dropbox/Bottle/ops/255.mat,dropbox/Bottle/part mesh indices/255.mat,dropbox/Bottle/syms/255.mat
Bottle_256,dropbox/Bottle/boxes/256.mat,dropbox/Bottle/labels/256.mat,dropbox/Bottle/models/3774.obj,dropbox/Bottle/obbs/3774.obb,dropbox/Bottle/ops/256.mat,dropbox/Bottle/part mesh indices/256.mat,dropbox/Bottle/syms/256.mat
Bottle_257,dropbox/Bottle/boxes/257.mat,dropbox/Bottle/labels/257.mat,dropbox/Bottle/models/3776.obj,dropbox/Bottle/obbs/3776.obb,dropbox/Bottle/ops/257.mat,dropbox/Bottle/part mesh indices/257.mat,dropbox/Bottle/syms/257.mat
Bottle_258,dropbox/Bottle/boxes/258.mat,dropbox/Bottle/labels/258.mat,dropbox/Bottle/models/3777.obj,dropbox/Bottle/obbs/3777.obb,dropbox/Bottle/ops/258.mat,dropbox/Bottle/part mesh indices/258.mat,dropbox/Bottle/syms/258.mat
Bottle_259,dropbox/Bottle/boxes/259.mat,dropbox/Bottle/labels/259.mat,dropbox/Bottle/models/3778.obj,dropbox/Bottle/obbs/3778.obb,dropbox/Bottle/ops/259.mat,dropbox/Bottle/part mesh indices/259.mat,dropbox/Bottle/syms/259.mat
Bottle_26,dropbox/Bottle/boxes/26.mat,dropbox/Bottle/labels/26.mat,dropbox/Bottle/models/3495.obj,dropbox/Bottle/obbs/3495.obb,dropbox/Bottle/ops/26.mat,dropbox/Bottle/part mesh indices/26.mat,dropbox/Bottle/syms/26.mat
Bottle_260,dropbox/Bottle/boxes/260.mat,dropbox/Bottle/labels/260.mat,dropbox/Bottle/models/3779.obj,dropbox/Bottle/obbs/3779.obb,dropbox/Bottle/ops/260.mat,dropbox/Bottle/part mesh indices/260.mat,dropbox/Bottle/syms/260.mat
Bottle_261,dropbox/Bottle/boxes/261.mat,dropbox/Bottle/labels/261.mat,dropbox/Bottle/models/3780.obj,dropbox/Bottle/obbs/3780.obb,dropbox/Bottle/ops/261.mat,dropbox/Bottle/part mesh indices/261.mat,dropbox/Bottle/syms/261.mat
Bottle_262,dropbox/Bottle/boxes/262.mat,dropbox/Bottle/labels/262.mat,dropbox/Bottle/models/3781.obj,dropbox/Bottle/obbs/3781.obb,dropbox/Bottle/ops/262.mat,dropbox/Bottle/part mesh indices/262.mat,dropbox/Bottle/syms/262.mat
Bottle_263,dropbox/Bottle/boxes/263.mat,dropbox/Bottle/labels/263.mat,dropbox/Bottle/models/3782.obj,dropbox/Bottle/obbs/3782.obb,dropbox/Bottle/ops/263.mat,dropbox/Bottle/part mesh indices/263.mat,dropbox/Bottle/syms/263.mat
Bottle_264,dropbox/Bottle/boxes/264.mat,dropbox/Bottle/labels/264.mat,dropbox/Bottle/models/3783.obj,dropbox/Bottle/obbs/3783.obb,dropbox/Bottle/ops/264.mat,dropbox/Bottle/part mesh indices/264.mat,dropbox/Bottle/syms/264.mat
Bottle_265,dropbox/Bottle/boxes/265.mat,dropbox/Bottle/labels/265.mat,dropbox/Bottle/models/3784.obj,dropbox/Bottle/obbs/3784.obb,dropbox/Bottle/ops/265.mat,dropbox/Bottle/part mesh indices/265.mat,dropbox/Bottle/syms/265.mat
Bottle_266,dropbox/Bottle/boxes/266.mat,dropbox/Bottle/labels/266.mat,dropbox/Bottle/models/3785.obj,dropbox/Bottle/obbs/3785.obb,dropbox/Bottle/ops/266.mat,dropbox/Bottle/part mesh indices/266.mat,dropbox/Bottle/syms/266.mat
Bottle_267,dropbox/Bottle/boxes/267.mat,dropbox/Bottle/labels/267.mat,dropbox/Bottle/models/3786.obj,dropbox/Bottle/obbs/3786.obb,dropbox/Bottle/ops/267.mat,dropbox/Bottle/part mesh indices/267.mat,dropbox/Bottle/syms/267.mat
Bottle_268,dropbox/Bottle/boxes/268.mat,dropbox/Bottle/labels/268.mat,dropbox/Bottle/models/3787.obj,dropbox/Bottle/obbs/3787.obb,dropbox/Bottle/ops/268.mat,dropbox/Bottle/part mesh indices/268.mat,dropbox/Bottle/syms/268.mat
Bottle_269,dropbox/Bottle/boxes/269.mat,dropbox/Bottle/labels/269.mat,dropbox/Bottle/models/3788.obj,dropbox/Bottle/obbs/3788.obb,dropbox/Bottle/ops/269.mat,dropbox/Bottle/part mesh indices/269.mat,dropbox/Bottle/syms/269.mat
Bottle_27,dropbox/Bottle/boxes/27.mat,dropbox/Bottle/labels/27.mat,dropbox/Bottle/models/3497.obj,dropbox/Bottle/obbs/3497.obb,dropbox/Bottle/ops/27.mat,dropbox/Bottle/part mesh indices/27.mat,dropbox/Bottle/syms/27.mat
Bottle_270,dropbox/Bottle/boxes/270.mat,dropbox/Bottle/labels/270.mat,dropbox/Bottle/models/3789.obj,dropbox/Bottle/obbs/3789.obb,dropbox/Bottle/ops/270.mat,dropbox/Bottle/part mesh indices/270.mat,dropbox/Bottle/syms/270.mat
Bottle_271,dropbox/Bottle/boxes/271.mat,dropbox/Bottle/labels/271.mat,dropbox/Bottle/models/3790.obj,dropbox/Bottle/obbs/3790.obb,dropbox/Bottle/ops/271.mat,dropbox/Bottle/part mesh indices/271.mat,dropbox/Bottle/syms/271.mat
Bottle_272,dropbox/Bottle/boxes/272.mat,dropbox/Bottle/labels/272.mat,dropbox/Bottle/models/3791.obj,dropbox/Bottle/obbs/3791.obb,dropbox/Bottle/ops/272.mat,dropbox/Bottle/part mesh indices/272.mat,dropbox/Bottle/syms/272.mat
Bottle_273,dropbox/Bottle/boxes/273.mat,dropbox/Bottle/labels/273.mat,dropbox/Bottle/models/3792.obj,dropbox/Bottle/obbs/3792.obb,dropbox/Bottle/ops/273.mat,dropbox/Bottle/part mesh indices/273.mat,dropbox/Bottle/syms/273.mat
Bottle_274,dropbox/Bottle/boxes/274.mat,dropbox/Bottle/labels/274.mat,dropbox/Bottle/models/3793.obj,dropbox/Bottle/obbs/3793.obb,dropbox/Bottle/ops/274.mat,dropbox/Bottle/part mesh indices/274.mat,dropbox/Bottle/syms/274.mat
Bottle_275,dropbox/Bottle/boxes/275.mat,dropbox/Bottle/labels/275.mat,dropbox/Bottle/models/3794.obj,dropbox/Bottle/obbs/3794.obb,dropbox/Bottle/ops/275.mat,dropbox/Bottle/part mesh indices/275.mat,dropbox/Bottle/syms/275.mat
Bottle_276,dropbox/Bottle/boxes/276.mat,dropbox/Bottle/labels/276.mat,dropbox/Bottle/models/3795.obj,dropbox/Bottle/obbs/3795.obb,dropbox/Bottle/ops/276.mat,dropbox/Bottle/part mesh indices/276.mat,dropbox/Bottle/syms/276.mat
Bottle_277,dropbox/Bottle/boxes/277.mat,dropbox/Bottle/labels/277.mat,dropbox/Bottle/models/3796.obj,dropbox/Bottle/obbs/3796.obb,dropbox/Bottle/ops/277.mat,dropbox/Bottle/part mesh indices/277.mat,dropbox/Bottle/syms/277.mat
Bottle_278,dropbox/Bottle/boxes/278.mat,dropbox/Bottle/labels/278.mat,dropbox/Bottle/models/3797.obj,dropbox/Bottle/obbs/3797.obb,dropbox/Bottle/ops/278.mat,dropbox/Bottle/part mesh indices/278.mat,dropbox/Bottle/syms/278.mat
Bottle_279,dropbox/Bottle/boxes/279.mat,dropbox/Bottle/labels/279.mat,dropbox/Bottle/models/3798.obj,dropbox/Bottle/obbs/3798.obb,dropbox/Bottle/ops/279.mat,dropbox/Bottle/part mesh indices/279.mat,dropbox/Bottle/syms/279.mat
Bottle_28,dropbox/Bottle/boxes/28.mat,dropbox/Bottle/labels/28.mat,dropbox/Bottle/models/3499.obj,dropbox/Bottle/obbs/3499.obb,dropbox/Bottle/ops/28.mat,dropbox/Bottle/part mesh indices/28.mat,dropbox/Bottle/syms/28.mat
Bottle_280,dropbox/Bottle/boxes/280.mat,dropbox/Bottle/labels/280.mat,dropbox/Bottle/models/3799.obj,dropbox/Bottle/obbs/3799.obb,dropbox/Bottle/ops/280.mat,dropbox/Bottle/part mesh indices/280.mat,dropbox/Bottle/syms/280.mat
Bottle_281,dropbox/Bottle/boxes/281.mat,dropbox/Bottle/labels/281.mat,dropbox/Bottle/models/3800.obj,dropbox/Bottle/obbs/3800.obb,dropbox/Bottle/ops/281.mat,dropbox/Bottle/part mesh indices/281.mat,dropbox/Bottle/syms/281.mat
Bottle_282,dropbox/Bottle/boxes/282.mat,dropbox/Bottle/labels/282.mat,dropbox/Bottle/models/3801.obj,dropbox/Bottle/obbs/3801.obb,dropbox/Bottle/ops/282.mat,dropbox/Bottle/part mesh indices/282.mat,dropbox/Bottle/syms/282.mat
Bottle_283,dropbox/Bottle/boxes/283.mat,dropbox/Bottle/labels/283.mat,dropbox/Bottle/models/3802.obj,dropbox/Bottle/obbs/3802.obb,dropbox/Bottle/ops/283.mat,dropbox/Bottle/part mesh indices/283.mat,dropbox/Bottle/syms/283.mat
Bottle_284,dropbox/Bottle/boxes/284.mat,dropbox/Bottle/labels/284.mat,dropbox/Bottle/models/3804.obj,dropbox/Bottle/obbs/3804.obb,dropbox/Bottle/ops/284.mat,dropbox/Bottle/part mesh indices/284.mat,dropbox/Bottle/syms/284.mat
Bottle_285,dropbox/Bottle/boxes/285.mat,dropbox/Bottle/labels/285.mat,dropbox/Bottle/models/3805.obj,dropbox/Bottle/obbs/3805.obb,dropbox/Bottle/ops/285.mat,dropbox/Bottle/part mesh indices/285.mat,dropbox/Bottle/syms/285.mat
Bottle_286,dropbox/Bottle/boxes/286.mat,dropbox/Bottle/labels/286.mat,dropbox/Bottle/models/3806.obj,dropbox/Bottle/obbs/3806.obb,dropbox/Bottle/ops/286.mat,dropbox/Bottle/part mesh indices/286.mat,dropbox/Bottle/syms/286.mat
Bottle_287,dropbox/Bottle/boxes/287.mat,dropbox/Bottle/labels/287.mat,dropbox/Bottle/models/3807.obj,dropbox/Bottle/obbs/3807.obb,dropbox/Bottle/ops/287.mat,dropbox/Bottle/part mesh indices/287.mat,dropbox/Bottle/syms/287.mat
Bottle_288,dropbox/Bottle/boxes/288.mat,dropbox/Bottle/labels/288.mat,dropbox/Bottle/models/3808.obj,dropbox/Bottle/obbs/3808.obb,dropbox/Bottle/ops/288.mat,dropbox/Bottle/part mesh indices/288.mat,dropbox/Bottle/syms/288.mat
Bottle_289,dropbox/Bottle/boxes/289.mat,dropbox/Bottle/labels/289.mat,dropbox/Bottle/models/3809.obj,dropbox/Bottle/obbs/3809.obb,dropbox/Bottle/ops/289.mat,dropbox/Bottle/part mesh indices/289.mat,dropbox/Bottle/syms/289.mat
Bottle_29,dropbox/Bottle/boxes/29.mat,dropbox/Bottle/labels/29.mat,dropbox/Bottle/models/3502.obj,dropbox/Bottle/obbs/3502.obb,dropbox/Bottle/ops/29.mat,dropbox/Bottle/part mesh indices/29.mat,dropbox/Bottle/syms/29.mat
Bottle_290,dropbox/Bottle/boxes/290.mat,dropbox/Bottle/labels/290.mat,dropbox/Bottle/models/3810.obj,dropbox/Bottle/obbs/3810.obb,dropbox/Bottle/ops/290.mat,dropbox/Bottle/part mesh indices/290.mat,dropbox/Bottle/syms/290.mat
Bottle_291,dropbox/Bottle/boxes/291.mat,dropbox/Bottle/labels/291.mat,dropbox/Bottle/models/3811.obj,dropbox/Bottle/obbs/3811.obb,dropbox/Bottle/ops/291.mat,dropbox/Bottle/part mesh indices/291.mat,dropbox/Bottle/syms/291.mat
Bottle_292,dropbox/Bottle/boxes/292.mat,dropbox/Bottle/labels/292.mat,dropbox/Bottle/models/3812.obj,dropbox/Bottle/obbs/3812.obb,dropbox/Bottle/ops/292.mat,dropbox/Bottle/part mesh indices/292.mat,dropbox/Bottle/syms/292.mat
Bottle_293,dropbox/Bottle/boxes/293.mat,dropbox/Bottle/labels/293.mat,dropbox/Bottle/models/3813.obj,dropbox/Bottle/obbs/3813.obb,dropbox/Bottle/ops/293.mat,dropbox/Bottle/part mesh indices/293.mat,dropbox/Bottle/syms/293.mat
Bottle_294,dropbox/Bottle/boxes/294.mat,dropbox/Bottle/labels/294.mat,dropbox/Bottle/models/3814.obj,dropbox/Bottle/obbs/3814.obb,dropbox/Bottle/ops/294.mat,dropbox/Bottle/part mesh indices/294.mat,dropbox/Bottle/syms/294.mat
Bottle_295,dropbox/Bottle/boxes/295.mat,dropbox/Bottle/labels/295.mat,dropbox/Bottle/models/3815.obj,dropbox/Bottle/obbs/3815.obb,dropbox/Bottle/ops/295.mat,dropbox/Bottle/part mesh indices/295.mat,dropbox/Bottle/syms/295.mat
Bottle_296,dropbox/Bottle/boxes/296.mat,dropbox/Bottle/labels/296.mat,dropbox/Bottle/models/3816.obj,dropbox/Bottle/obbs/3816.obb,dropbox/Bottle/ops/296.mat,dropbox/Bottle/part mesh indices/296.mat,dropbox/Bottle/syms/296.mat
Bottle_297,dropbox/Bottle/boxes/297.mat,dropbox/Bottle/labels/297.mat,dropbox/Bottle/models/3817.obj,dropbox/Bottle/obbs/3817.obb,dropbox/Bottle/ops/297.mat,dropbox/Bottle/part mesh indices/297.mat,dropbox/Bottle/syms/297.mat
Bottle_298,dropbox/Bottle/boxes/298.mat,dropbox/Bottle/labels/298.mat,dropbox/Bottle/models/3818.obj,dropbox/Bottle/obbs/3818.obb,dropbox/Bottle/ops/298.mat,dropbox/Bottle/part mesh indices/298.mat,dropbox/Bottle/syms/298.mat
Bottle_299,dropbox/Bottle/boxes/299.mat,dropbox/Bottle/labels/299.mat,dropbox/Bottle/models/3819.obj,dropbox/Bottle/obbs/3819.obb,dropbox/Bottle/ops/299.mat,dropbox/Bottle/part mesh indices/299.mat,dropbox/Bottle/syms/299.mat
Bottle_3,dropbox/Bottle/boxes/3.mat,dropbox/Bottle/labels/3.mat,dropbox/Bottle/models/3387.obj,dropbox/Bottle/obbs/3387.obb,dropbox/Bottle/ops/3.mat,dropbox/Bottle/part mesh indices/3.mat,dropbox/Bottle/syms/3.mat
Bottle_30,dropbox/Bottle/boxes/30.mat,dropbox/Bottle/labels/30.mat,dropbox/Bottle/models/3503.obj,dropbox/Bottle/obbs/3503.obb,dropbox/Bottle/ops/30.mat,dropbox/Bottle/part mesh indices/30.mat,dropbox/Bottle/syms/30.mat
Bottle_300,dropbox/Bottle/boxes/300.mat,dropbox/Bottle/labels/300.mat,dropbox/Bottle/models/3820.obj,dropbox/Bottle/obbs/3820.obb,dropbox/Bottle/ops/300.mat,dropbox/Bottle/part mesh indices/300.mat,dropbox/Bottle/syms/300.mat
Bottle_301,dropbox/Bottle/boxes/301.mat,dropbox/Bottle/labels/301.mat,dropbox/Bottle/models/3821.obj,dropbox/Bottle/obbs/3821.obb,dropbox/Bottle/ops/301.mat,dropbox/Bottle/part mesh indices/301.mat,dropbox/Bottle/syms/301.mat
Bottle_302,dropbox/Bottle/boxes/302.mat,dropbox/Bottle/labels/302.mat,dropbox/Bottle/models/3822.obj,dropbox/Bottle/obbs/3822.obb,dropbox/Bottle/ops/302.mat,dropbox/Bottle/part mesh indices/302.mat,dropbox/Bottle/syms/302.mat
Bottle_303,dropbox/Bottle/boxes/303.mat,dropbox/Bottle/labels/303.mat,dropbox/Bottle/models/3823.obj,dropbox/Bottle/obbs/3823.obb,dropbox/Bottle/ops/303.mat,dropbox/Bottle/part mesh indices/303.mat,dropbox/Bottle/syms/303.mat
Bottle_304,dropbox/Bottle/boxes/304.mat,dropbox/Bottle/labels/304.mat,dropbox/Bottle/models/3824.obj,dropbox/Bottle/obbs/3824.obb,dropbox/Bottle/ops/304.mat,dropbox/Bottle/part mesh indices/304.mat,dropbox/Bottle/syms/304.mat
Bottle_305,dropbox/Bottle/boxes/305.mat,dropbox/Bottle/labels/305.mat,dropbox/Bottle/models/3828.obj,dropbox/Bottle/obbs/3828.obb,dropbox/Bottle/ops/305.mat,dropbox/Bottle/part mesh indices/305.mat,dropbox/Bottle/syms/305.mat
Bottle_306,dropbox/Bottle/boxes/306.mat,dropbox/Bottle/labels/306.mat,dropbox/Bottle/models/3829.obj,dropbox/Bottle/obbs/3829.obb,dropbox/Bottle/ops/306.mat,dropbox/Bottle/part mesh indices/306.mat,dropbox/Bottle/syms/306.mat
Bottle_307,dropbox/Bottle/boxes/307.mat,dropbox/Bottle/labels/307.mat,dropbox/Bottle/models/3830.obj,dropbox/Bottle/obbs/3830.obb,dropbox/Bottle/ops/307.mat,dropbox/Bottle/part mesh indices/307.mat,dropbox/Bottle/syms/307.mat
Bottle_308,dropbox/Bottle/boxes/308.mat,dropbox/Bottle/labels/308.mat,dropbox/Bottle/models/3832.obj,dropbox/Bottle/obbs/3832.obb,dropbox/Bottle/ops/308.mat,dropbox/Bottle/part mesh indices/308.mat,dropbox/Bottle/syms/308.mat
Bottle_309,dropbox/Bottle/boxes/309.mat,dropbox/Bottle/labels/309.mat,dropbox/Bottle/models/3833.obj,dropbox/Bottle/obbs/3833.obb,dropbox/Bottle/ops/309.mat,dropbox/Bottle/part mesh indices/309.mat,dropbox/Bottle/syms/309.mat
Bottle_31,dropbox/Bottle/boxes/31.mat,dropbox/Bottle/labels/31.mat,dropbox/Bottle/models/3505.obj,dropbox/Bottle/obbs/3505.obb,dropbox/Bottle/ops/31.mat,dropbox/Bottle/part mesh indices/31.mat,dropbox/Bottle/syms/31.mat
Bottle_310,dropbox/Bottle/boxes/310.mat,dropbox/Bottle/labels/310.mat,dropbox/Bottle/models/3834.obj,dropbox/Bottle/obbs/3834.obb,dropbox/Bottle/ops/310.mat,dropbox/Bottle/part mesh indices/310.mat,dropbox/Bottle/syms/310.mat
Bottle_311,dropbox/Bottle/boxes/311.mat,dropbox/Bottle/labels/311.mat,dropbox/Bottle/models/3835.obj,dropbox/Bottle/obbs/3835.obb,dropbox/Bottle/ops/311.mat,dropbox/Bottle/part mesh indices/311.mat,dropbox/Bottle/syms/311.mat
Bottle_312,dropbox/Bottle/boxes/312.mat,dropbox/Bottle/labels/312.mat,dropbox/Bottle/models/3836.obj,dropbox/Bottle/obbs/3836.obb,dropbox/Bottle/ops/312.mat,dropbox/Bottle/part mesh indices/312.mat,dropbox/Bottle/syms/312.mat
Bottle_313,dropbox/Bottle/boxes/313.mat,dropbox/Bottle/labels/313.mat,dropbox/Bottle/models/3837.obj,dropbox/Bottle/obbs/3837.obb,dropbox/Bottle/ops/313.mat,dropbox/Bottle/part mesh indices/313.mat,dropbox/Bottle/syms/313.mat
Bottle_314,dropbox/Bottle/boxes/314.mat,dropbox/Bottle/labels/314.mat,dropbox/Bottle/models/3838.obj,dropbox/Bottle/obbs/3838.obb,dropbox/Bottle/ops/314.mat,dropbox/Bottle/part mesh indices/314.mat,dropbox/Bottle/syms/314.mat
Bottle_315,dropbox/Bottle/boxes/315.mat,dropbox/Bottle/labels/315.mat,dropbox/Bottle/models/3839.obj,dropbox/Bottle/obbs/3839.obb,dropbox/Bottle/ops/315.mat,dropbox/Bottle/part mesh indices/315.mat,dropbox/Bottle/syms/315.mat
Bottle_316,dropbox/Bottle/boxes/316.mat,dropbox/Bottle/labels/316.mat,dropbox/Bottle/models/3841.obj,dropbox/Bottle/obbs/3841.obb,dropbox/Bottle/ops/316.mat,dropbox/Bottle/part mesh indices/316.mat,dropbox/Bottle/syms/316.mat
Bottle_317,dropbox/Bottle/boxes/317.mat,dropbox/Bottle/labels/317.mat,dropbox/Bottle/models/3844.obj,dropbox/Bottle/obbs/3844.obb,dropbox/Bottle/ops/317.mat,dropbox/Bottle/part mesh indices/317.mat,dropbox/Bottle/syms/317.mat
Bottle_318,dropbox/Bottle/boxes/318.mat,dropbox/Bottle/labels/318.mat,dropbox/Bottle/models/3845.obj,dropbox/Bottle/obbs/3845.obb,dropbox/Bottle/ops/318.mat,dropbox/Bottle/part mesh indices/318.mat,dropbox/Bottle/syms/318.mat
Bottle_319,dropbox/Bottle/boxes/319.mat,dropbox/Bottle/labels/319.mat,dropbox/Bottle/models/3846.obj,dropbox/Bottle/obbs/3846.obb,dropbox/Bottle/ops/319.mat,dropbox/Bottle/part mesh indices/319.mat,dropbox/Bottle/syms/319.mat
Bottle_32,dropbox/Bottle/boxes/32.mat,dropbox/Bottle/labels/32.mat,dropbox/Bottle/models/3506.obj,dropbox/Bottle/obbs/3506.obb,dropbox/Bottle/ops/32.mat,dropbox/Bottle/part mesh indices/32.mat,dropbox/Bottle/syms/32.mat
Bottle_320,dropbox/Bottle/boxes/320.mat,dropbox/Bottle/labels/320.mat,dropbox/Bottle/models/3847.obj,dropbox/Bottle/obbs/3847.obb,dropbox/Bottle/ops/320.mat,dropbox/Bottle/part mesh indices/320.mat,dropbox/Bottle/syms/320.mat
Bottle_321,dropbox/Bottle/boxes/321.mat,dropbox/Bottle/labels/321.mat,dropbox/Bottle/models/3848.obj,dropbox/Bottle/obbs/3848.obb,dropbox/Bottle/ops/321.mat,dropbox/Bottle/part mesh indices/321.mat,dropbox/Bottle/syms/321.mat
Bottle_322,dropbox/Bottle/boxes/322.mat,dropbox/Bottle/labels/322.mat,dropbox/Bottle/models/3849.obj,dropbox/Bottle/obbs/3849.obb,dropbox/Bottle/ops/322.mat,dropbox/Bottle/part mesh indices/322.mat,dropbox/Bottle/syms/322.mat
Bottle_323,dropbox/Bottle/boxes/323.mat,dropbox/Bottle/labels/323.mat,dropbox/Bottle/models/3850.obj,dropbox/Bottle/obbs/3850.obb,dropbox/Bottle/ops/323.mat,dropbox/Bottle/part mesh indices/323.mat,dropbox/Bottle/syms/323.mat
Bottle_324,dropbox/Bottle/boxes/324.mat,dropbox/Bottle/labels/324.mat,dropbox/Bottle/models/3851.obj,dropbox/Bottle/obbs/3851.obb,dropbox/Bottle/ops/324.mat,dropbox/Bottle/part mesh indices/324.mat,dropbox/Bottle/syms/324.mat
Bottle_325,dropbox/Bottle/boxes/325.mat,dropbox/Bottle/labels/325.mat,dropbox/Bottle/models/3852.obj,dropbox/Bottle/obbs/3852.obb,dropbox/Bottle/ops/325.mat,dropbox/Bottle/part mesh indices/325.mat,dropbox/Bottle/syms/325.mat
Bottle_326,dropbox/Bottle/boxes/326.mat,dropbox/Bottle/labels/326.mat,dropbox/Bottle/models/3853.obj,dropbox/Bottle/obbs/3853.obb,dropbox/Bottle/ops/326.mat,dropbox/Bottle/part mesh indices/326.mat,dropbox/Bottle/syms/326.mat
Bottle_327,dropbox/Bottle/boxes/327.mat,dropbox/Bottle/labels/327.mat,dropbox/Bottle/models/3854.obj,dropbox/Bottle/obbs/3854.obb,dropbox/Bottle/ops/327.mat,dropbox/Bottle/part mesh indices/327.mat,dropbox/Bottle/syms/327.mat
Bottle_328,dropbox/Bottle/boxes/328.mat,dropbox/Bottle/labels/328.mat,dropbox/Bottle/models/3855.obj,dropbox/Bottle/obbs/3855.obb,dropbox/Bottle/ops/328.mat,dropbox/Bottle/part mesh indices/328.mat,dropbox/Bottle/syms/328.mat
Bottle_329,dropbox/Bottle/boxes/329.mat,dropbox/Bottle/labels/329.mat,dropbox/Bottle/models/3856.obj,dropbox/Bottle/obbs/3856.obb,dropbox/Bottle/ops/329.mat,dropbox/Bottle/part mesh indices/329.mat,dropbox/Bottle/syms/329.mat
Bottle_33,dropbox/Bottle/boxes/33.mat,dropbox/Bottle/labels/33.mat,dropbox/Bottle/models/3508.obj,dropbox/Bottle/obbs/3508.obb,dropbox/Bottle/ops/33.mat,dropbox/Bottle/part mesh indices/33.mat,dropbox/Bottle/syms/33.mat
Bottle_330,dropbox/Bottle/boxes/330.mat,dropbox/Bottle/labels/330.mat,dropbox/Bottle/models/3857.obj,dropbox/Bottle/obbs/3857.obb,dropbox/Bottle/ops/330.mat,dropbox/Bottle/part mesh indices/330.mat,dropbox/Bottle/syms/330.mat
Bottle_331,dropbox/Bottle/boxes/331.mat,dropbox/Bottle/labels/331.mat,dropbox/Bottle/models/3858.obj,dropbox/Bottle/obbs/3858.obb,dropbox/Bottle/ops/331.mat,dropbox/Bottle/part mesh indices/331.mat,dropbox/Bottle/syms/331.mat
